,Prod. year,Engine volume,Mileage,Cylinders,Airbags,Price
9085,2015,2.4,101394,4.0,12,2666
9086,2014,2.5,398069,4.0,12,1098
9087,2014,2.0,493905,4.0,4,9938
9088,2011,3.5,226251,6.0,12,1568
9089,2010,1.3,189571,4.0,0,706
9090,2015,2.0,115000,6.0,12,23521
9091,2016,2.0,410137,4.0,4,13172
9092,2007,3.5,246400,6.0,8,12544
9093,2014,2.5,273500,4.0,4,25763
9094,2012,2.0,97070,4.0,12,11290
9095,2019,2.0,4330,4.0,12,29793
9096,2015,2.0,603446,4.0,4,9252
9097,2003,2.0,182000,4.0,2,9408
9098,2005,2.5,235000,6.0,0,13015
9099,2013,3.5,0,6.0,0,36065
9100,2006,1.8,140000,4.0,0,14113
9101,2014,4.6,121382,8.0,12,47982
9102,2016,1.5,55000,4.0,12,26030
9103,2001,2.2,380000,4.0,2,10032
9104,2009,2.4,251200,4.0,8,21012
9105,2010,2.0,221000,4.0,4,23138
9106,2013,1.2,187175,4.0,4,4265
9107,2016,1.6,74909,4.0,4,27504
9108,2014,3.5,184467,6.0,12,941
9109,2002,2.0,190000,4.0,6,7213
9110,2013,2.5,234218,4.0,12,6429
9111,2008,3.3,334414,6.0,12,12544
9112,2016,1.6,72507,4.0,4,20071
9113,2011,2.0,164651,4.0,4,26999
9114,2017,6.3,419200,12.0,12,31988
9115,2017,2.0,115974,4.0,12,4547
9116,2000,5.0,245000,8.0,10,14113
9117,2014,1.8,40963,4.0,12,251
9118,2012,1.8,181550,4.0,12,2901
9119,2012,2.5,230336,4.0,12,5645
9120,2017,2.0,28226,8.0,12,131716
9121,2011,3.5,101816,6.0,12,188
9122,2012,1.5,136640,4.0,8,12231
9123,2014,1.6,56000,4.0,10,12858
9124,2009,2.5,193614,4.0,0,220
9125,2008,3.5,366869,6.0,12,3763
9126,2012,1.5,103000,4.0,4,18422
9127,2011,3.0,163739,6.0,12,706
9128,2017,1.5,52062,4.0,0,26030
9129,2010,1.3,184250,4.0,0,220
9130,2016,1.6,70940,4.0,4,43868
9131,2007,2.2,170000,4.0,2,10976
9132,2011,1.6,0,4.0,12,314
9133,2006,3.0,235000,6.0,8,22894
9134,2018,2.5,43000,4.0,12,40769
9135,2013,2.2,164593,4.0,4,42764
9136,2017,3.5,33000,6.0,12,79971
9137,1994,1.6,0,4.0,2,1700
9138,2020,2.0,0,4.0,12,101923
9139,2019,2.0,10610,4.0,12,24462
9140,2004,1.8,2500000,4.0,8,4234
9141,2012,1.5,67000,4.0,4,10976
9142,2013,1.6,153888,4.0,0,251
9143,2016,1.4,94793,4.0,4,22567
9144,2011,5.5,274563,8.0,12,1098
9145,1998,2.4,1700000,6.0,6,5959
9146,2009,1.8,119484,4.0,4,6909
9147,2013,1.5,179000,4.0,4,15530
9148,2008,4.7,280354,8.0,0,862
9149,2017,2.0,48089,4.0,4,40556
9150,1995,1.8,335000,4.0,2,5331
9151,2010,2.0,197000,4.0,0,18817
9152,1998,2.0,100000,4.0,12,6586
9153,2016,2.0,55447,4.0,10,22894
9154,2011,1.6,106616,4.0,4,20005
9155,2015,2.0,34328,4.0,4,16778
9156,2014,2.5,101435,4.0,10,26657
9157,2011,4.0,79633,6.0,6,21953
9158,2013,2.0,121042,4.0,4,22357
9159,2011,3.5,342622,6.0,12,1568
9160,2018,2.0,93453,4.0,12,1568
9161,2012,1.6,134000,4.0,4,19933
9162,2010,3.5,315270,6.0,12,2509
9163,2013,1.4,115000,4.0,10,17000
9164,2014,1.8,70000,4.0,12,20385
9165,2014,2.5,374808,4.0,12,392
9166,2019,2.2,9087,4.0,4,95739
9167,2017,2.0,57895,4.0,4,45872
9168,2011,2.5,175389,5.0,12,941
9169,2013,2.5,114350,4.0,0,39201
9170,2012,2.4,151782,4.0,12,251
9171,2013,3.5,111460,6.0,12,59586
9172,2012,4.7,43000,8.0,12,48610
9173,2015,2.0,59000,4.0,4,47107
9174,2015,2.4,51141,4.0,12,1333
9175,2011,2.5,224000,4.0,12,7213
9176,2012,2.5,156518,4.0,12,3607
9177,2019,3.5,18555,6.0,12,26971
9178,2012,1.6,131443,4.0,4,14834
9179,2011,1.6,128980,4.0,4,14454
9180,2010,1.8,73402,4.0,12,706
9181,2014,2.5,176000,4.0,10,11604
9182,2014,3.5,149486,6.0,12,314
9183,2012,3.0,70994,6.0,0,34811
9184,2012,1.5,180000,4.0,8,18817
9185,2012,2.2,196000,8.0,8,34497
9186,2018,2.0,70098,4.0,12,9565
9187,2014,2.0,64923,4.0,12,706
9188,2006,2.2,259000,6.0,4,19444
9189,2010,1.8,159382,4.0,12,3293
9190,2012,1.3,321269,4.0,0,784
9191,2011,3.0,137270,6.0,12,12858
9192,1990,2.0,500000,4.0,0,2700
9193,2017,1.6,109953,4.0,4,28043
9194,2017,1.4,78667,4.0,12,13328
9195,2003,1.4,0,4.0,0,6899
9196,2017,1.4,150453,4.0,12,4704
9197,2016,1.5,50497,4.0,4,56177
9198,2019,1.4,35000,4.0,12,45473
9199,2006,2.0,160000,4.0,6,12231
9200,2018,3.0,40000,6.0,12,141124
9201,2017,2.0,50930,4.0,12,22580
9202,2015,1.8,203101,4.0,12,17876
9203,2012,2.0,167398,4.0,12,1568
9204,2015,2.5,150091,4.0,12,5959
9205,1985,2.0,284000,4.0,0,4200
9206,2011,1.6,147700,4.0,4,14834
9207,2003,3.7,32000,6.0,2,9408
9208,2016,2.0,286974,4.0,4,16151
9209,2010,2.0,124289,4.0,4,23239
9210,2002,2.0,180000,4.0,4,4861
9211,2010,2.4,240000,4.0,8,14113
9212,2012,3.6,110000,8.0,2,68994
9213,2016,1.8,71904,4.0,0,9565
9214,2012,2.4,233733,4.0,12,3450
9215,2010,2.7,93168,4.0,4,6269
9216,2011,1.8,80000,6.0,10,24775
9217,2013,3.0,0,6.0,0,784
9218,2013,1.6,81351,4.0,4,25591
9219,2013,1.6,80000,4.0,4,18817
9220,2016,2.0,295509,4.0,4,15681
9221,2011,3.5,134904,6.0,12,627
9222,2004,2.0,256000,4.0,6,627
9223,2013,1.8,141603,4.0,12,6429
9224,1999,1.7,1000,5.0,6,4391
9225,2012,2.5,159379,4.0,12,3136
9226,2016,1.6,128495,4.0,4,23389
9227,2013,1.8,126000,4.0,6,24462
9228,2016,2.5,81461,4.0,12,5018
9229,1999,1.2,198000,4.0,4,5018
9230,2012,1.2,120000,3.0,6,8154
9231,2011,1.4,131000,4.0,10,6899
9232,2013,2.4,230032,4.0,12,470
9233,2015,4.6,273493,8.0,0,69935
9234,2000,1.6,223000,4.0,4,7213
9235,2012,2.5,200870,4.0,12,4077
9236,2009,2.4,264000,4.0,10,17249
9237,2003,2.0,180000,4.0,5,12544
9238,2013,1.5,37900,4.0,4,28592
9239,2012,4.4,186000,8.0,10,36065
9240,2012,2.4,96973,4.0,4,12544
9241,2011,2.0,117139,4.0,4,24920
9242,1997,2.0,0,2.0,2,5645
9243,2017,1.4,77174,4.0,0,15681
9244,2004,1.5,111111,4.0,6,8154
9245,2015,2.5,113102,4.0,12,627
9246,1998,2.4,1000,6.0,4,1650
9247,2014,3.6,57000,6.0,12,106627
9248,2019,2.0,7400,6.0,15,172486
9249,2016,2.0,510225,4.0,4,16308
9250,2016,6.4,72995,8.0,12,22266
9251,1999,1.8,200000,4.0,4,5959
9252,2012,1.5,160000,4.0,4,13642
9253,2014,2.0,32193,4.0,4,16621
9254,2013,2.0,160000,4.0,12,26030
9255,2012,1.4,188419,4.0,0,627
9256,2007,1.5,123000,4.0,4,12858
9257,2009,1.5,127300,4.0,12,12231
9258,2015,2.0,118000,4.0,10,20385
9259,2012,4.7,110000,8.0,12,56450
9260,2013,1.8,155465,4.0,4,29762
9261,2020,3.5,1669,6.0,12,31675
9262,2013,2.5,350400,4.0,8,22580
9263,2017,1.6,74279,4.0,4,35610
9264,2013,2.5,62915,4.0,12,31988
9265,2014,1.5,52350,4.0,4,17023
9266,2012,2.0,68359,4.0,4,36231
9267,2004,2.3,272000,4.0,0,1700
9268,2014,2.5,111304,4.0,12,470
9269,1997,2.2,300000,4.0,6,7840
9270,2014,1.5,8646,4.0,4,36539
9271,2008,1.8,220000,4.0,8,30
9272,1999,2.3,200000,4.0,4,7527
9273,2013,2.0,320554,4.0,0,3763
9274,2016,2.2,23216,4.0,4,40769
9275,2018,1.4,1405,4.0,8,15367
9276,2016,2.0,322292,4.0,4,15681
9277,2015,1.5,161414,4.0,4,12758
9278,2010,2.2,161642,4.0,4,25512
9279,2013,4.6,243467,8.0,0,627
9280,2015,2.0,143522,4.0,4,15060
9281,2015,1.8,104795,4.0,12,2038
9282,1992,1.0,262000,4.0,0,2500
9283,2019,3.5,17542,6.0,12,31047
9284,2012,3.6,188408,6.0,10,15053
9285,2011,2.0,457978,4.0,4,6743
9286,2014,3.5,178656,6.0,12,2587
9287,2012,3.5,236016,6.0,12,20698
9288,2012,1.5,145000,4.0,2,9408
9289,2005,0.7,167000,3.0,2,4704
9290,2014,2.0,65863,4.0,4,42218
9291,2015,2.5,178000,4.0,12,21639
9292,2013,2.5,156000,4.0,8,15681
9293,2018,2.0,41778,4.0,4,59837
9294,2013,2.0,208000,4.0,12,23521
9295,2013,4.4,218518,8.0,12,3763
9296,2019,2.5,9626,4.0,12,3450
9297,2016,2.0,187270,4.0,4,35557
9298,1997,2.0,180008,4.0,2,5175
9299,2017,1.7,83259,4.0,4,38229
9300,2012,1.4,62000,4.0,10,23521
9301,1995,2.5,207888,4.0,0,12544
9302,2016,2.0,447460,4.0,4,7809
9303,1999,1.8,155000,4.0,4,8467
9304,2012,3.5,128202,6.0,12,4861
9305,2015,2.0,76021,4.0,12,31
9306,2014,2.0,47000,4.0,8,23207
9307,2012,2.4,123862,4.0,0,470
9308,2007,1.5,288166,4.0,4,10500
9309,2017,2.5,129841,4.0,4,41629
9310,2015,3.0,196614,6.0,0,941
9311,2014,1.8,90000,4.0,8,15681
9312,2007,2.2,188000,4.0,6,14113
9313,2003,3.8,312000,6.0,2,18817
9314,2008,1.5,1400,4.0,2,8000
9315,2013,2.5,62000,4.0,12,31988
9316,2004,2.5,138000,6.0,12,10663
9317,2003,3.0,178942,6.0,8,13485
9318,2011,1.8,152493,4.0,4,13485
9319,2017,3.5,39814,6.0,0,4077
9320,2008,2.4,236190,4.0,10,16308
9321,2014,1.4,133195,4.0,0,862
9322,2012,1.6,41279,4.0,4,16778
9323,2008,1.5,172100,4.0,12,12074
9324,2016,2.5,52359,4.0,8,26657
9325,2015,2.2,70000,4.0,4,25440
9326,2015,2.5,142800,4.0,12,1176
9327,2014,4.6,71000,8.0,0,81539
9328,2012,2.0,267184,4.0,0,627
9329,2014,2.5,398069,4.0,12,1098
9330,2003,2.0,6768388,4.0,4,1568
9331,2012,2.0,94000,4.0,12,17562
9332,2014,2.5,120804,4.0,4,37000
9333,2003,2.5,117000,6.0,3,5000
9334,2010,3.5,197044,6.0,12,6115
9335,2014,2.5,153312,4.0,0,21953
9336,2012,3.0,273962,6.0,0,220
9337,2014,1.8,112000,4.0,12,18189
9338,2016,2.0,517559,4.0,4,10036
9339,2005,1.5,132000,4.0,8,7840
9340,2017,2.0,22000,4.0,0,16621
9341,2014,2.5,0,4.0,12,10349
9342,2015,2.0,367720,4.0,0,470
9343,2009,2.0,75644,4.0,4,5959
9344,2012,1.5,154000,4.0,2,13172
9345,1997,2.0,230000,4.0,2,5645
9346,2013,2.0,339920,4.0,0,157
9347,2015,4.6,102907,8.0,0,314
9348,2010,1.3,210758,4.0,0,2509
9349,2015,2.0,42450,4.0,12,42337
9350,2007,2.0,56327,4.0,4,7213
9351,2012,1.6,49126,4.0,4,8938
9352,2010,2.0,93865,4.0,4,15035
9353,2013,2.5,124912,4.0,12,3763
9354,2008,3.5,163000,6.0,8,15994
9355,2014,2.0,275877,4.0,4,11604
9356,2015,1.4,70000,4.0,6,18817
9357,2010,2.0,104022,4.0,4,19613
9358,2010,3.5,160000,6.0,8,22266
9359,2009,2.0,215000,4.0,8,1111
9360,2011,3.5,11111,6.0,8,22580
9361,2014,2.4,73825,4.0,8,16935
9362,2006,2.5,50000,4.0,0,19444
9363,2013,1.2,90000,3.0,2,10000
9364,2014,1.8,187200,4.0,8,18033
9365,2012,2.4,202864,4.0,0,470
9366,2014,3.6,151358,6.0,12,627
9367,2015,4.0,20000,8.0,16,297930
9368,2014,3.7,167046,6.0,12,5645
9369,2010,1.5,129000,4.0,0,11917
9370,2018,1.5,57809,4.0,4,31211
9371,2008,1.5,150000,4.0,2,9095
9372,2010,1.6,118698,4.0,4,11864
9373,2017,1.4,96792,4.0,12,392
9374,2014,5.0,170541,8.0,12,2352
9375,2010,1.8,132000,4.0,6,15681
9376,2012,2.5,111001,4.0,10,9879
9377,1999,2.4,350000,5.0,6,5802
9378,2016,1.6,32104,4.0,4,15681
9379,2012,2.5,156518,4.0,12,3607
9380,2014,1.6,91125,4.0,0,12544
9381,2018,2.0,77130,4.0,4,49751
9382,2007,1.5,144000,4.0,0,13172
9383,2017,2.0,60704,4.0,10,27598
9384,2018,1.8,44114,4.0,12,9408
9385,2001,2.0,179000,4.0,2,8467
9386,2009,2.0,183222,4.0,4,11290
9387,2012,2.4,230400,4.0,6,16308
9388,2011,2.2,260000,4.0,2,25089
9389,2016,3.6,174730,6.0,12,941
9390,2013,2.0,152000,4.0,8,14740
9391,2011,1.8,77906,4.0,4,9095
9392,2015,5.7,128000,8.0,12,1568
9393,2014,1.8,98400,4.0,8,17249
9394,2015,2.5,134000,6.0,12,40769
9395,2012,2.5,314373,4.0,12,392
9396,2010,1.6,56864,4.0,4,10506
9397,2015,1.5,143876,4.0,4,9198
9398,2010,1.8,127061,4.0,12,3293
9399,2005,3.5,155200,6.0,8,20385
9400,2015,1.5,56000,4.0,8,29552
9401,2013,2.5,52000,4.0,12,24148
9402,2016,2.0,27334,4.0,4,19287
9403,2016,2.0,129388,4.0,4,41720
9404,2013,1.4,105445,4.0,12,17562
9405,2014,4.6,76000,8.0,12,98787
9406,2014,2.0,60781,4.0,4,23687
9407,2010,1.6,104282,4.0,4,15718
9408,2009,1.8,324520,4.0,12,784
9409,2003,1.5,189000,4.0,4,25
9410,2013,2.4,107000,4.0,12,18503
9411,2012,1.5,164000,4.0,8,15367
9412,2014,1.6,113000,4.0,4,25889
9413,2011,2.4,120000,4.0,12,16621
9414,2014,2.0,119401,4.0,4,34240
9415,2008,2.0,218000,4.0,4,13485
9416,2012,2.0,340106,4.0,0,470
9417,2019,2.5,2642,4.0,12,941
9418,2013,1.8,150400,4.0,6,20385
9419,2017,2.5,168645,4.0,4,37125
9420,2014,2.0,43000,4.0,10,13485
9421,2011,1.8,146184,4.0,12,392
9422,2014,1.8,76989,4.0,4,30966
9423,2016,2.0,106000,4.0,4,49751
9424,2013,1.5,185000,4.0,4,13172
9425,1993,4.2,126000,6.0,0,15681
9426,2000,1.6,111111,4.0,0,6899
9427,2000,4.4,250000,8.0,4,15053
9428,2011,1.8,172502,4.0,12,627
9429,2012,3.5,318285,6.0,12,627
9430,2000,1.2,0,4.0,2,5331
9431,2009,2.0,139448,4.0,4,11290
9432,2011,3.0,251120,6.0,12,549
9433,1998,1.6,211000,4.0,2,5645
9434,2012,2.4,198400,4.0,0,20698
9435,2005,3.3,244283,6.0,12,1254
9436,2013,1.8,114335,4.0,4,12432
9437,2009,1.5,106000,4.0,2,10976
9438,2010,2.0,94131,4.0,4,25889
9439,2014,2.5,55811,4.0,12,3136
9440,2009,2.5,85678,4.0,4,10945
9441,2010,4.6,220000,8.0,0,51746
9442,2012,2.0,98000,4.0,12,25089
9443,2017,2.0,27992,4.0,4,14113
9444,2009,2.0,51480,4.0,4,6583
9445,2001,3.0,434514,6.0,12,392
9446,2011,3.6,130000,6.0,6,22580
9447,2006,5.5,180000,8.0,8,24775
9448,2014,3.0,53065,6.0,12,51746
9449,2010,1.8,267165,4.0,12,392
9450,2014,1.6,208791,4.0,4,18211
9451,2009,2.0,240000,4.0,8,8311
9452,2013,4.6,202651,8.0,0,54568
9453,2019,2.5,56834,4.0,12,251
9454,2012,3.5,205250,6.0,12,29479
9455,2006,1.5,168000,4.0,10,10976
9456,2015,2.0,343047,4.0,4,10663
9457,2013,1.6,153888,4.0,0,3293
9458,2013,2.0,142515,4.0,12,627
9459,2014,2.4,70000,4.0,6,26030
9460,2016,1.4,133346,4.0,12,251
9461,1998,1.6,256000,4.0,4,6899
9462,2007,2.0,197548,4.0,12,14113
9463,2013,3.5,105014,6.0,12,627
9464,2013,1.8,131638,4.0,0,15681
9465,2005,2.4,74400,6.0,6,7840
9466,2013,2.0,113000,4.0,4,15681
9467,2000,1.0,0,4.0,2,5488
9468,2015,3.0,143000,6.0,16,59586
9469,2018,2.5,272781,4.0,12,6586
9470,2013,1.8,123000,4.0,0,21482
9471,2010,1.8,120000,4.0,4,16621
9472,2013,1.5,77000,4.0,10,10349
9473,1998,1.6,11111,4.0,4,4704
9474,2015,3.0,80000,4.0,8,250
9475,2015,2.0,283593,4.0,4,14909
9476,1997,1.6,111111,4.0,2,3763
9477,2012,2.5,12300,4.0,12,21326
9478,2012,1.6,106400,4.0,4,20266
9479,2016,2.2,55510,4.0,4,57108
9480,2002,4.7,196000,8.0,4,27598
9481,2013,2.4,126690,4.0,0,2744
9482,2000,3.5,22300,6.0,8,10036
9483,2007,2.0,54647,4.0,4,5018
9484,2016,1.0,33492,4.0,4,11604
9485,2011,3.5,242685,6.0,12,78
9486,2017,4.0,34483,8.0,12,6429
9487,2014,3.0,110715,6.0,0,16621
9488,2010,2.0,149800,4.0,4,17634
9489,2015,1.8,59661,4.0,8,17562
9490,2005,1.7,0,4.0,5,7840
9491,2012,1.6,64160,4.0,4,9252
9492,1999,1.8,204000,4.0,4,5331
9493,1957,2.0,0,4.0,0,7527
9494,2019,2.5,14186,4.0,12,627
9495,2005,1.6,111111,4.0,0,8467
9496,2014,2.0,162032,4.0,0,706
9497,2011,2.0,200000,4.0,0,28225
9498,2009,1.6,99110,4.0,4,13771
9499,2012,1.8,174106,4.0,0,1490
9500,2003,3.2,130000,6.0,8,120
9501,2006,1.5,230000,4.0,2,7213
9502,2012,2.4,92800,4.0,10,17876
9503,1997,1.6,212000,4.0,2,2979
9504,2004,1.5,150000,4.0,12,6899
9505,2012,2.5,10000,6.0,16,20385
9506,2008,4.7,218126,8.0,0,282
9507,2016,2.0,180000,4.0,4,38445
9508,2013,1.6,140000,4.0,16,26030
9509,2015,3.5,73954,6.0,12,5018
9510,2013,3.5,106604,4.0,4,43360
9511,2014,2.2,140000,4.0,6,43278
9512,2013,5.7,234683,8.0,12,125
9513,2016,2.0,62814,4.0,4,45044
9514,2017,1.5,25000,4.0,12,24775
9515,2018,2.5,71689,4.0,4,46919
9516,2012,1.4,188419,4.0,0,627
9517,2011,1.6,176486,4.0,4,19707
9518,2016,3.0,49499,6.0,0,19130
9519,2015,2.5,123198,4.0,12,33556
9520,2014,1.8,192000,4.0,8,18503
9521,2013,2.0,130180,4.0,4,42692
9522,2015,1.8,62877,4.0,4,44849
9523,1997,1.8,245000,4.0,4,6586
9524,2011,1.8,1111111111,4.0,6,50
9525,2013,3.5,45000,6.0,12,34497
9526,2016,2.0,70922,4.0,4,41055
9527,2013,1.8,173933,4.0,12,1019
9528,2010,1.8,1000,4.0,0,8154
9529,2010,3.5,317470,6.0,12,220
9530,2012,3.0,82990,6.0,0,23521
9531,2013,2.0,41203,4.0,4,25873
9532,2009,1.8,185600,4.0,4,17249
9533,2011,1.6,120581,4.0,4,19416
9534,2012,2.0,60080,4.0,4,22567
9535,2018,2.0,38712,4.0,12,10349
9536,2012,3.0,130000,6.0,12,22580
9537,2011,2.0,190538,4.0,4,15850
9538,2009,4.6,188266,4.0,4,31245
9539,2011,2.5,222604,4.0,4,18500
9540,1987,2.0,0,4.0,4,10036
9541,2006,2.0,257600,1.0,2,11604
9542,2004,2.0,20000000,4.0,3,8467
9543,2011,2.5,130306,4.0,0,314
9544,2003,1.5,145000,4.0,2,40
9545,2012,1.8,180000,4.0,8,20385
9546,2019,2.5,9626,4.0,12,3450
9547,2012,3.0,296395,6.0,0,392
9548,2017,2.0,31022,4.0,4,45204
9549,2013,3.0,55171,4.0,4,22894
9550,2018,2.4,52710,4.0,12,1333
9551,2019,2.0,8115,4.0,4,59827
9552,2010,3.5,256914,6.0,12,8938
9553,2004,1.3,150000,4.0,4,7527
9554,2007,3.0,230000,6.0,12,18189
9555,2017,2.4,102569,4.0,0,26657
9556,2016,3.6,120696,6.0,12,1333
9557,2012,2.0,184000,4.0,0,18826
9558,2019,2.4,2400,4.0,10,31047
9559,2015,2.0,0,4.0,12,18817
9560,2011,1.3,95000,4.0,8,5802
9561,2016,2.0,325139,4.0,4,11290
9562,2013,2.5,152400,4.0,12,6115
9563,2006,1.5,290000,4.0,2,5331
9564,2008,2.5,285888,4.0,4,16308
9565,1990,2.4,0,4.0,0,5331
9566,2010,2.5,85000,6.0,12,19444
9567,2011,2.4,219200,4.0,12,12544
9568,2009,1.6,30000,4.0,2,12858
9569,2017,2.0,26802,4.0,12,314
9570,2015,1.6,48700,4.0,4,19657
9571,2011,1.8,308501,4.0,12,2195
9572,2016,3.5,77205,6.0,12,1568
9573,2007,2.4,270000,4.0,4,11917
9574,2012,5.7,0,8.0,12,7056
9575,2012,2.0,89600,4.0,0,50178
9576,2011,1.8,116869,4.0,0,706
9577,2011,2.0,119194,4.0,4,18481
9578,2015,2.5,108344,4.0,12,25089
9579,2013,2.0,191267,4.0,12,314
9580,2016,3.5,66246,4.0,4,92070
9581,2014,2.4,98000,4.0,12,25089
9582,2014,1.5,64000,4.0,12,17249
9583,2009,3.0,124000,6.0,10,39201
9584,2014,1.8,139930,4.0,0,18817
9585,2008,2.0,61237,4.0,4,9377
9586,2008,3.3,277405,6.0,12,627
9587,2008,3.5,364523,6.0,12,941
9588,2004,1.8,18656,4.0,6,7213
9589,2013,3.8,94813,4.0,4,41883
9590,2011,2.4,175000,4.0,0,24462
9591,2004,2.0,144000,4.0,0,15681
9592,2010,2.0,1100000,4.0,6,13485
9593,2002,1.5,184000,4.0,4,7840
9594,2013,1.8,112000,4.0,8,20385
9595,2012,1.6,95000,4.0,12,19130
9596,2001,2.0,333333,4.0,2,10036
9597,2016,1.4,77600,4.0,12,314
9598,2011,1.8,32974,4.0,0,470
9599,2015,3.7,128000,6.0,6,39201
9600,2013,2.2,138742,4.0,4,46919
9601,2006,1.5,124000,4.0,8,9095
9602,2010,4.6,136129,4.0,4,58971
9603,2002,3.0,187000,6.0,4,14113
9604,2011,2.0,82309,4.0,4,7683
9605,2011,3.9,198030,6.0,12,314
9606,2010,3.5,229904,6.0,12,470
9607,2010,2.7,181000,4.0,4,19089
9608,2012,2.0,149546,4.0,4,27356
9609,2016,1.6,61000,4.0,4,40362
9610,2012,2.5,95349,4.0,0,784
9611,2016,2.5,77227,4.0,4,35570
9612,2009,2.0,159000,4.0,8,14426
9613,2013,2.4,78000,4.0,6,18817
9614,2005,1.5,280000,4.0,4,5959
9615,2012,2.4,122531,4.0,0,13485
9616,2016,2.0,227033,4.0,4,16308
9617,2011,2.5,45984,4.0,4,16778
9618,2011,2.0,189000,4.0,2,19757
9619,2012,3.0,241344,6.0,0,251
9620,2008,4.7,280354,8.0,0,862
9621,2009,2.0,19999,4.0,4,8624
9622,2017,2.5,27560,4.0,12,14269
9623,2008,1.5,384000,4.0,0,10036
9624,2013,3.5,107800,6.0,12,5802
9625,2001,1.5,155000,4.0,8,7527
9626,2014,2.0,159436,4.0,4,22567
9627,2011,1.6,129000,4.0,4,20005
9628,2003,3.0,166000,6.0,6,6617
9629,2008,1.5,216000,4.0,0,11604
9630,2016,2.0,81302,4.0,8,17405
9631,2012,3.0,70994,6.0,0,34811
9632,2014,1.0,175771,4.0,4,8963
9633,2004,3.2,0,6.0,8,11290
9634,2005,1.5,108000,4.0,2,7840
9635,2013,2.5,232032,4.0,12,392
9636,2009,2.5,99000,4.0,7,15681
9637,2019,1.5,9422,4.0,12,3450
9638,2008,0.4,220474,4.0,0,282
9639,2013,1.4,181360,4.0,12,706
9640,2013,2.5,7900,4.0,0,19130
9641,2011,3.0,304082,6.0,12,2038
9642,2016,2.5,182821,4.0,4,39201
9643,2006,3.3,0,6.0,5,19444
9644,1999,5.9,210000,8.0,12,8467
9645,2013,1.5,129000,4.0,6,10349
9646,2016,2.0,30179,4.0,4,20228
9647,1996,2.5,200000,4.0,0,200
9648,2012,1.6,74181,4.0,4,8154
9649,2015,2.0,362818,4.0,4,9722
9650,2012,1.8,0,4.0,12,13485
9651,2012,1.8,184000,4.0,12,19757
9652,1992,2.5,111111,4.0,2,5018
9653,2016,2.0,240573,4.0,4,19914
9654,2015,1.8,94949,4.0,12,470
9655,2006,2.0,280000,4.0,6,6586
9656,2017,1.6,47456,4.0,4,43576
9657,2002,2.2,250115,4.0,8,13172
9658,2009,2.0,63889,4.0,4,9722
9659,2001,2.5,300000,6.0,6,7213
9660,2014,3.5,49709,4.0,4,62057
9661,2011,2.4,104000,4.0,8,16308
9662,2004,3.7,265000,6.0,10,16590
9663,2020,3.5,1669,6.0,12,31675
9664,2015,2.5,81058,4.0,0,10663
9665,1996,1.8,283000,4.0,2,2200
9666,2001,1.9,147000,4.0,4,5488
9667,2014,2.0,140000,4.0,10,29793
9668,2012,2.5,138165,4.0,0,23521
9669,2011,2.4,88000,4.0,8,13485
9670,2010,4.6,260771,8.0,0,941
9671,2000,3.2,25000,6.0,5,7200
9672,2013,1.8,121712,4.0,0,23521
9673,2007,2.0,51264,4.0,4,5645
9674,2001,4.0,60000,6.0,4,10000
9675,2009,1.8,20462,4.0,4,12544
9676,2014,1.4,105070,4.0,0,12544
9677,2014,2.2,51905,4.0,4,33378
9678,2010,4.6,357246,8.0,0,40142
9679,2011,2.5,190000,4.0,2,32929
9680,2014,1.8,139200,4.0,6,24148
9681,2010,2.0,125000,4.0,4,14636
9682,2009,3.0,120000,6.0,8,19444
9683,2011,1.4,288778,4.0,0,2666
9684,2013,2.0,51950,4.0,4,45633
9685,1995,1.4,1111111,4.0,2,4077
9686,2015,2.0,130000,4.0,4,39559
9687,2015,2.0,48000,4.0,8,37633
9688,2014,4.6,127250,8.0,12,89379
9689,2015,2.0,576605,4.0,4,9252
9690,2012,3.5,363059,6.0,12,1490
9691,2014,2.0,79769,4.0,4,49858
9692,2018,2.5,70662,4.0,12,220
9693,2010,1.8,258909,4.0,12,1803
9694,2010,1.8,164466,4.0,4,8006
9695,1999,2.0,315000,4.0,6,6586
9696,2014,3.0,70000,6.0,12,56450
9697,2000,1.6,197346,4.0,4,5331
9698,2019,2.0,3237,4.0,12,282
9699,2018,2.0,35000,4.0,12,62719
9700,2015,1.8,100000,4.0,12,19757
9701,2008,1.5,210000,4.0,8,15681
9702,2011,3.0,165000,6.0,10,32929
9703,2015,1.6,191108,4.0,4,14454
9704,2015,1.5,67000,4.0,4,19823
9705,2016,1.6,57000,4.0,4,26770
9706,2016,2.5,49716,4.0,4,54405
9707,2011,4.6,202048,8.0,0,392
9708,2002,2.4,250000,4.0,4,12700
9709,2019,2.5,39552,4.0,12,251
9710,2013,3.0,150000,6.0,12,78403
9711,2014,3.5,146395,6.0,12,1882
9712,2006,2.5,21000,4.0,12,28852
9713,2011,1.8,190000,4.0,4,21953
9714,2014,3.7,80698,6.0,12,11133
9715,2006,1.4,138000,4.0,6,12544
9716,2012,2.0,65000,4.0,10,42965
9717,2014,1.6,205000,4.0,6,53314
9718,1999,2.0,350000,4.0,4,7840
9719,2011,2.0,193013,4.0,12,706
9720,2013,2.0,131089,4.0,12,20500
9721,1998,5.0,20000,8.0,15,12544
9722,2014,4.6,71638,8.0,12,1646
9723,2006,2.4,220000,4.0,8,11604
